Dpse_gene,Dmel_gene,Type,Share_by_Dsub
LOC4815694,CG2444,Single copy gene,1
LOC4815696,CG3168,Single copy gene,1
LOC4815698,Ns3,Single copy gene,1
LOC4815702,Gr2a,Single copy gene,1
LOC4815703,CG2577,Single copy gene,1
LOC4815707,CG12730,Single copy gene,1
LOC4815710,CG2256,Single copy gene,1
LOC4815711,UbcE2H,Single copy gene,1
LOC4815713,Obp19b,Single copy gene,1
LOC4815715,HERC2,Single copy gene,1
LOC4815718,Tango5,Single copy gene,1
LOC4815722,RPA3,Single copy gene,1
LOC4815723,sn,Single copy gene,1
LOC4815724,Syt12,Single copy gene,1
LOC4815726,CG2247,Single copy gene,1
LOC4815727,HDAC4,Single copy gene,1
LOC4815730,CG2186,Single copy gene,1
LOC4815731,pigs,Single copy gene,1
LOC4815734,CG32808,Single copy gene,1
LOC4815739,CG14406,Single copy gene,1
LOC4815741,BCL7-like,Single copy gene,1
LOC4815743,CG32591,Single copy gene,1
LOC4815746,Proc-R,Single copy gene,1
LOC4815748,lic,Single copy gene,1
LOC4815749,CG2200,Single copy gene,1
LOC4815751,FarO,Single copy gene,1
LOC4815756,CG3527,Single copy gene,1
LOC4815758,CG4653,Single copy gene,1
LOC4815761,Ldsdh1,Single copy gene,1
LOC4815762,mew,Single copy gene,1
LOC4815765,if,Single copy gene,1
LOC4815767,l_1_G0004,Single copy gene,1
LOC4815768,Karl,Single copy gene,1
LOC4815769,MKP-4,Single copy gene,1
LOC4815770,AMPKalpha,Single copy gene,1
LOC4815771,CG5062,Single copy gene,1
LOC4815772,Coq7,Single copy gene,1
LOC4815773,Hlc,Single copy gene,1
LOC4815774,CG9673,Single copy gene,1
LOC4815776,Adar,Single copy gene,1
LOC4815779,Dd,Single copy gene,1
LOC4815780,anox,Single copy gene,1
LOC4815783,CG17764,Single copy gene,1
LOC4815785,C3G,Single copy gene,1
LOC4815786,slgA,Single copy gene,1
LOC4815787,Pis,Single copy gene,1
LOC4815788,CG9240,Single copy gene,1
LOC4815789,Pkcdelta,Single copy gene,1
LOC4815790,fs_1_K10,Single copy gene,1
LOC4815793,HLH3B,Single copy gene,1
LOC4815800,sbr,Single copy gene,1
LOC4815801,MagR,Single copy gene,1
LOC4815802,CG12379,Single copy gene,1
LOC4815803,Ten-a,Single copy gene,1
LOC4815804,Ctr1A,Single copy gene,1
LOC4815805,Naa30A,Single copy gene,1
LOC4815808,sov,Single copy gene,1
LOC4815810,Fpgs,Single copy gene,1
LOC4815811,CG14270,Single copy gene,1
LOC4815812,TwdlY,Single copy gene,1
LOC4815815,CG32708,Single copy gene,1
LOC4815816,dy,Single copy gene,1
LOC4815817,Yippee,Single copy gene,1
LOC4815819,CG3226,Single copy gene,1
LOC4815820,mAChR-C,Single copy gene,1
LOC4815821,Aven,Single copy gene,1
LOC4815824,l_1_G0289,Single copy gene,1
LOC4815825,CG34367,Single copy gene,1
LOC4815826,Vlet,Single copy gene,1
LOC4815827,CG15369,Single copy gene,1
LOC4815828,CG9514,Single copy gene,1
LOC4815830,temp,Single copy gene,1
LOC4815831,CG14770,Single copy gene,1
LOC4815832,png,Single copy gene,1
LOC4815840,CG8191,Single copy gene,1
LOC4815842,CG32573,Single copy gene,1
LOC4815843,CG14212,Single copy gene,1
LOC4815844,CG12496,Single copy gene,1
LOC4815847,tw,Single copy gene,1
LOC4815848,CG13360,Single copy gene,1
LOC4815852,l_1_G0196,Single copy gene,1
LOC4815857,bbx,Single copy gene,1
LOC4815860,kdn,Single copy gene,1
LOC4815861,ND-B16.6,Single copy gene,1
LOC4815862,e_y_2,Single copy gene,1
LOC4815863,Ac13E,Single copy gene,1
LOC4815864,Cluap1,Single copy gene,1
LOC4815865,CG9503,Single copy gene,1
LOC4815866,CG3071,Single copy gene,1
LOC4815867,CG11398,Single copy gene,1
LOC4815868,par-6,Single copy gene,1
LOC4815869,CG11403,Single copy gene,1
LOC4815870,snf,Single copy gene,1
LOC4815871,CG11638,Single copy gene,1
LOC4815875,Obp8a,Single copy gene,1
LOC4815877,Rok,Single copy gene,1
LOC4815882,CG42594,Single copy gene,1
LOC4815883,CG4593,Single copy gene,1
LOC4815884,CG4607,Single copy gene,1
LOC4815887,CG14785,Single copy gene,1
LOC4815888,Sas10,Single copy gene,1
LOC4815890,CG9213,Single copy gene,1
LOC4815891,ppk28,Single copy gene,1
LOC4815894,MTPAP,Single copy gene,1
LOC4815897,ksh,Single copy gene,1
LOC4815899,CG10804,Single copy gene,1
LOC4815900,CG10802,Single copy gene,1
LOC4815901,CG3587,Single copy gene,1
LOC4815902,CG4678,Single copy gene,1
LOC4815903,CG9672,Single copy gene,1
LOC4815904,CG15027,Single copy gene,1
LOC4815905,wap,Single copy gene,1
LOC4815906,Vinc,Single copy gene,1
LOC4815908,kz,Single copy gene,1
LOC4815912,pcx,Single copy gene,1
LOC4815913,CG3224,Single copy gene,1
LOC4815915,OtopLc,Single copy gene,1
LOC4815916,TrxT,Single copy gene,1
LOC4815917,pn,Single copy gene,1
LOC4815920,Miga,Single copy gene,1
LOC4815921,Rilpl,Single copy gene,1
LOC4815922,CG16721,Single copy gene,1
LOC4815925,Seipin,Single copy gene,1
LOC4815926,CG14621,Single copy gene,1
LOC4815927,CG9609,Single copy gene,1
LOC4815928,mRpL22,Single copy gene,1
LOC4815930,prage,Single copy gene,1
LOC4815932,CG17841,Single copy gene,1
LOC4815933,CG12239,Single copy gene,1
LOC4815935,Lsd-2,Single copy gene,1
LOC4815942,CG1673,Single copy gene,1
LOC4815943,CG14817,Single copy gene,1
LOC4815944,CG1622,Single copy gene,1
LOC4815945,Raf,Single copy gene,1
LOC4815947,ND-B14.5A,Single copy gene,1
LOC4815951,su_sable_,Single copy gene,1
LOC4815952,CG12576,Single copy gene,1
LOC4815954,CG13008,Single copy gene,1
LOC4815955,CG5599,Single copy gene,1
LOC4815956,Nf-YC,Single copy gene,1
LOC4815957,CG5800,Single copy gene,1
LOC4815960,CG15458,Single copy gene,1
LOC4815963,CG11384,Single copy gene,1
LOC4815968,Setd3,Single copy gene,1
LOC4815970,Cyp4s3,Single copy gene,1
LOC4815974,Pink1,Single copy gene,1
LOC4815975,CG14626,Single copy gene,1
LOC4815977,dmrt11E,Single copy gene,1
LOC4815978,Cdc7,Single copy gene,1
LOC4815979,SmydA-9,Single copy gene,1
LOC4815980,su_r_,Single copy gene,1
LOC4815981,CG15221,Single copy gene,1
LOC4815982,CG9512,Single copy gene,1
LOC4815983,CG2924,Single copy gene,1
LOC4815985,Rph,Single copy gene,1
LOC4815989,CG15471,Single copy gene,1
LOC4815990,CG3184,Single copy gene,1
LOC4815991,nonC,Single copy gene,1
LOC4815994,CG17717,Single copy gene,1
LOC4815995,CG14407,Single copy gene,1
LOC4815996,Usp30,Single copy gene,1
LOC4816000,Scgdelta,Single copy gene,1
LOC4816002,mgl,Single copy gene,1
LOC4816003,CG2157,Single copy gene,1
LOC4816007,Rab40,Single copy gene,1
LOC4816008,CG32812,Single copy gene,1
LOC4816009,DAAM,Single copy gene,1
LOC4816010,CG6927,Single copy gene,1
LOC4816012,PIG-T,Single copy gene,1
LOC4816014,dx,Single copy gene,1
LOC4816015,CG3040,Single copy gene,1
LOC4816016,CG3626,Single copy gene,1
LOC4816017,CG14618,Single copy gene,1
LOC4816019,CG11695,Single copy gene,1
LOC4816021,Alg14,Single copy gene,1
LOC4816023,Cht11,Single copy gene,1
LOC4816024,CG2540,Single copy gene,1
LOC4816028,moody,Single copy gene,1
LOC4816029,ND-ASHI,Single copy gene,1
LOC4816030,rho-4,Single copy gene,1
LOC4816031,CG4586,Single copy gene,1
LOC4816032,CG17777,Single copy gene,1
LOC4816033,inc,Single copy gene,1
LOC4816034,CG2652,Single copy gene,1
LOC4816037,a6,Single copy gene,1
LOC4816040,CG3719,Single copy gene,1
LOC4816044,fog,Single copy gene,1
LOC4816046,CG15210,Single copy gene,1
LOC4816048,PhKgamma,Single copy gene,1
LOC4816049,CG15465,Single copy gene,1
LOC4816051,CG14787,Single copy gene,1
LOC4816052,LPCAT,Single copy gene,1
LOC4816056,Obp19d,Single copy gene,1
LOC4816057,Obp19c,Single copy gene,1
LOC4816058,Rrp45,Single copy gene,1
LOC4816060,Dredd,Single copy gene,1
LOC4816061,Usp2,Single copy gene,1
LOC4816063,CG11596,Single copy gene,1
LOC4816065,Mct1,Single copy gene,1
LOC4816067,Gip,Single copy gene,1
LOC4816068,CG42699,Single copy gene,1
LOC4816069,Or2a,Single copy gene,1
LOC4816072,fiz,Single copy gene,1
LOC4816073,Eo,Single copy gene,1
LOC4816076,CG4557,Single copy gene,1
LOC4816077,CG11378,Single copy gene,1
LOC4816079,cin,Single copy gene,1
LOC4816080,hiw,Single copy gene,1
LOC4816081,shf,Single copy gene,1
LOC4816082,mst,Single copy gene,1
LOC4816084,Mcm6,Single copy gene,1
LOC4816086,Tis11,Single copy gene,1
LOC4816087,Nmd3,Single copy gene,1
LOC4816088,ND-B18,Single copy gene,1
LOC4816089,AgmNAT,Single copy gene,1
LOC4816090,Rab27,Single copy gene,1
LOC4816091,CG3918,Single copy gene,1
LOC4816092,Lrpprc2,Single copy gene,1
LOC4816093,ppk23,Single copy gene,1
LOC4816094,gt,Single copy gene,1
LOC4816095,CG4558,Single copy gene,1
LOC4816096,Erk7,Single copy gene,1
LOC4816097,ric8a,Single copy gene,1
LOC4816098,CG4281,Single copy gene,1
LOC4816099,CG9518,Single copy gene,1
LOC4816100,CG12438,Single copy gene,1
LOC4816101,raw,Single copy gene,1
LOC4816103,Hnf4,Single copy gene,1
LOC4816104,Trs23,Single copy gene,1
LOC4816105,SoxN,Single copy gene,1
LOC4816107,Hmgcl,Single copy gene,1
LOC4816108,sip2,Single copy gene,1
LOC4816109,CG10462,Single copy gene,1
LOC4816110,CG13102,Single copy gene,1
LOC4816111,Hrb27C,Single copy gene,1
LOC4816113,snRNP-U1-70K,Single copy gene,1
LOC4816114,Nlg2,Single copy gene,1
LOC4816115,CG3635,Single copy gene,1
LOC4816116,CG32988,Single copy gene,1
LOC4816117,Tsp29Fb,Single copy gene,1
LOC4816119,Coprox,Single copy gene,1
LOC4816122,borr,Single copy gene,1
LOC4816123,CG13775,Single copy gene,1
LOC4816124,CG9541,Single copy gene,1
LOC4816125,CG13101,Single copy gene,1
LOC4816129,CG31635,Single copy gene,1
LOC4816130,CG16825,Single copy gene,1
LOC4816131,CG11319,Single copy gene,1
LOC4816134,msb1l,Single copy gene,1
LOC4816138,CG16826,Single copy gene,1
LOC4816141,Atac1,Single copy gene,1
LOC4816142,Gas41,Single copy gene,1
LOC4816143,Try29F,Single copy gene,1
LOC4816145,CG13773,Single copy gene,1
LOC4816146,bsh,Single copy gene,1
LOC4816147,CG10628,Single copy gene,1
LOC4816150,CG32982,Single copy gene,1
LOC4816155,CG13983,Single copy gene,1
LOC4816156,AANATL2,Single copy gene,1
LOC4816158,smal,Single copy gene,1
LOC4816164,Nhe3,Single copy gene,1
LOC4816166,fbp,Single copy gene,1
LOC4816167,Tsp29Fa,Single copy gene,1
LOC4816170,PrBP,Single copy gene,1
LOC4816171,CG10463,Single copy gene,1
LOC4816172,CG18304,Single copy gene,1
LOC4816174,CG31886,Single copy gene,1
LOC4816176,CG10631,Single copy gene,1
LOC4816177,Nse1,Single copy gene,1
LOC4816179,Nha1,Single copy gene,1
LOC4816181,Tango1,Single copy gene,1
LOC4816182,CdGAPr,Single copy gene,1
LOC4816183,Oatp26F,Single copy gene,1
LOC4816184,fs_2_ltoPP43,Single copy gene,1
LOC4816186,CG12439,Single copy gene,1
LOC4816187,Or30a,Single copy gene,1
LOC4816188,Argl,Single copy gene,1
LOC4816192,CG9483,Single copy gene,1
LOC4816193,cort,Single copy gene,1
LOC4816194,CG31729,Single copy gene,1
LOC4816195,CG3430,Single copy gene,1
LOC4816196,ihog,Single copy gene,1
LOC4816197,sens-2,Single copy gene,1
LOC4816198,CG9289,Single copy gene,1
LOC4816199,CG43778,Single copy gene,1
LOC4816200,scw,Single copy gene,1
LOC4816201,Clamp,Single copy gene,1
LOC4816202,CG10366,Single copy gene,1
LOC4816203,CG10466,Single copy gene,1
LOC4816204,Galt,Single copy gene,1
LOC4816205,Spn27A,Single copy gene,1
LOC4816206,Nf-YB,Single copy gene,1
LOC4816208,Sema1a,Single copy gene,1
LOC4816210,l_2_k09022,Single copy gene,1
LOC4816211,CG9582,Single copy gene,1
LOC4816213,Fgop2,Single copy gene,1
LOC4816215,CG13108,Single copy gene,1
LOC4816216,CG13077,Single copy gene,1
LOC4816217,CG13078,Single copy gene,1
LOC4816218,CG13962,Single copy gene,1
LOC4816222,Uvrag,Single copy gene,1
LOC4816224,CG9287,Single copy gene,1
LOC4816229,CycK,Single copy gene,1
LOC4816230,CG3651,Single copy gene,1
LOC4816231,retm,Single copy gene,1
LOC4816232,CG9527,Single copy gene,1
LOC4816233,Fic,Single copy gene,1
LOC4816234,Tig,Single copy gene,1
LOC4816235,CG13982,Single copy gene,1
LOC4816236,CG42369,Single copy gene,1
LOC4816238,Nepl4,Single copy gene,1
LOC4816239,Nepl5,Single copy gene,1
LOC4816241,slam,Single copy gene,1
LOC4816243,ppk14,Single copy gene,1
LOC4816244,ppk7,Single copy gene,1
LOC4816245,CG9498,Single copy gene,1
LOC4816247,Cpr,Single copy gene,1
LOC4816248,Pez,Single copy gene,1
LOC4816249,PDZ-GEF,Single copy gene,1
LOC4816252,CG13766,Single copy gene,1
LOC4816254,CG11236,Single copy gene,1
LOC4816257,CG18662,Single copy gene,1
LOC4816258,CG9586,Single copy gene,1
LOC4816259,tai,Single copy gene,1
LOC4816261,Rat1,Single copy gene,1
LOC4816262,alien,Single copy gene,1
LOC4816263,CG18661,Single copy gene,1
LOC4816264,DIP-iota,Single copy gene,1
LOC4816265,CG11050,Single copy gene,1
LOC4816267,Ggamma30A,Single copy gene,1
LOC4816268,CG17005,Single copy gene,1
LOC4816270,CG14017,Single copy gene,1
LOC4816272,bwa,Single copy gene,1
LOC4816275,CG9886,Single copy gene,1
LOC4816276,tj,Single copy gene,1
LOC4816277,CG15262,Single copy gene,1
LOC4816278,CG8813,Single copy gene,1
LOC4816279,b,Single copy gene,1
LOC4816280,CG15254,Single copy gene,1
LOC4816281,beat-Ia,Single copy gene,1
LOC4816283,Top3alpha,Single copy gene,1
LOC4816285,TM9SF4,Single copy gene,1
LOC4816286,CG10188,Single copy gene,1
LOC4816287,CG4161,Single copy gene,1
LOC4816288,Vajk2,Single copy gene,1
LOC4816290,CG3077,Single copy gene,1
LOC4816291,CG16863,Single copy gene,1
LOC4816292,CG31784,Single copy gene,1
LOC4816293,CG15256,Single copy gene,1
LOC4816294,CG7653,Single copy gene,1
LOC4816295,PIG-Wa,Single copy gene,1
LOC4816297,CG10189,Single copy gene,1
LOC4816298,mTTF,Single copy gene,1
LOC4816299,Arpc5,Single copy gene,1
LOC4816300,CG18095,Single copy gene,1
LOC4816301,hll,Single copy gene,1
LOC4816302,CG31689,Single copy gene,1
LOC4816304,CG6180,Single copy gene,1
LOC4816305,Mondo,Single copy gene,1
LOC4816312,CG16813,Single copy gene,1
LOC4816313,CG15480,Single copy gene,1
LOC4816314,Mtr4,Single copy gene,1
LOC4816315,CG18480,Single copy gene,1
LOC4816318,CG16890,Single copy gene,1
LOC4816322,gkt,Single copy gene,1
LOC4816326,Ca-alpha1D,Single copy gene,1
LOC4816328,CG15286,Single copy gene,1
LOC4816329,Or35a,Single copy gene,1
LOC4816330,Vajk3,Single copy gene,1
LOC4816331,poe,Single copy gene,1
LOC4816333,CG8475,Single copy gene,1
LOC4816334,CG4891,Single copy gene,1
LOC4816335,CG3528,Single copy gene,1
LOC4816336,EMC3,Single copy gene,1
LOC4816337,CG8245,Single copy gene,1
LOC4816338,Not3,Single copy gene,1
LOC4816341,insv,Single copy gene,1
LOC4816342,CG16812,Single copy gene,1
LOC4816343,Ski6,Single copy gene,1
LOC4816344,eIF3i,Single copy gene,1
LOC4816345,DNApol-gamma35,Single copy gene,1
LOC4816346,CG11865,Single copy gene,1
LOC4816347,Rab9,Single copy gene,1
LOC4816348,RtcB,Single copy gene,1
LOC4816349,Taf13,Single copy gene,1
LOC4816350,CG9426,Single copy gene,1
LOC4816352,Gmd,Single copy gene,1
LOC4816353,Prx6005,Single copy gene,1
LOC4816354,CG8814,Single copy gene,1
LOC4816355,CG2964,Single copy gene,1
LOC4816356,CG14036,Single copy gene,1
LOC4816357,CG7916,Single copy gene,1
LOC4816358,CG8997,Single copy gene,1
LOC4816359,kek1,Single copy gene,1
LOC4816362,aph-1,Single copy gene,1
LOC4816363,CG10237,Single copy gene,1
LOC4816364,Cul3,Single copy gene,1
LOC4816366,sNPF,Single copy gene,1
LOC4816368,RanGAP,Single copy gene,1
LOC4816369,spict,Single copy gene,1
LOC4816370,CG4892,Single copy gene,1
LOC4816371,Chd1,Single copy gene,1
LOC4816373,CG13245,Single copy gene,1
LOC4816374,BicC,Single copy gene,1
LOC4816376,Bem46,Single copy gene,1
LOC4816378,vls,Single copy gene,1
LOC4816379,Pgk,Single copy gene,1
LOC4816380,CG13086,Single copy gene,1
LOC4816381,CG16798,Single copy gene,1
LOC4816382,dnt,Single copy gene,1
LOC4816384,NimC1,Single copy gene,1
LOC4816385,Hrs,Single copy gene,1
LOC4816386,CG16974,Single copy gene,1
LOC4816387,CG31820,Single copy gene,1
LOC4816388,CG13085,Single copy gene,1
LOC4816392,CG3557,Single copy gene,1
LOC4816394,Gr39a,Single copy gene,1
LOC4816395,Pk34A,Single copy gene,1
LOC4816396,NimC3,Single copy gene,1
LOC4816397,lok,Single copy gene,1
LOC4816398,OtopLb,Single copy gene,1
LOC4816401,CG18558,Single copy gene,1
LOC4816402,NimB4,Single copy gene,1
LOC4816403,bgm,Single copy gene,1
LOC4816405,esg,Single copy gene,1
LOC4816407,CG9008,Single copy gene,1
LOC4816409,Kua,Single copy gene,1
LOC4816410,CG31826,Single copy gene,1
LOC4816411,mRpS23,Single copy gene,1
LOC4816412,RpII33,Single copy gene,1
LOC4816413,CG16820,Single copy gene,1
LOC4816414,Lip2,Single copy gene,1
LOC4816416,NimC4,Single copy gene,1
LOC4816417,CG7236,Single copy gene,1
LOC4816419,CG4587,Single copy gene,1
LOC4816420,PICK1,Single copy gene,1
LOC4816422,CG31694,Single copy gene,1
LOC4816423,SP555,Single copy gene,1
LOC4816424,CG8671,Single copy gene,1
LOC4816426,Ttc30,Single copy gene,1
LOC4816429,RtGEF,Single copy gene,1
LOC4816430,CG3262,Single copy gene,1
LOC4816431,Tif-IA,Single copy gene,1
LOC4816434,Marf1,Single copy gene,1
LOC4816436,CG18302,Single copy gene,1
LOC4816437,dimm,Single copy gene,1
LOC4816438,kmg,Single copy gene,1
LOC4816439,DnaJ-H,Single copy gene,1
LOC4816440,swm,Single copy gene,1
LOC4816442,Smg5,Single copy gene,1
LOC4816443,CenG1A,Single copy gene,1
LOC4816445,Naa20B,Single copy gene,1
LOC4816446,l_2_k05911,Single copy gene,1
LOC4816447,CG3793,Single copy gene,1
LOC4816448,Ku80,Single copy gene,1
LOC4816450,CG10194,Single copy gene,1
LOC4816451,CG13083,Single copy gene,1
LOC4816452,CG15258,Single copy gene,1
LOC4816453,CG3165,Single copy gene,1
LOC4816457,CG31730,Single copy gene,1
LOC4816458,CG34124,Single copy gene,1
LOC4816461,Gr23a,Single copy gene,1
LOC4816462,Ts,Single copy gene,1
LOC4816463,CG31917,Single copy gene,1
LOC4816464,Sfmbt,Single copy gene,1
LOC4816469,CG31798,Single copy gene,1
LOC4816470,CG12617,Single copy gene,1
LOC4816471,kek3,Single copy gene,1
LOC4816473,Pyroxd1,Single copy gene,1
LOC4816474,CG11149,Single copy gene,1
LOC4816475,Dyrk2,Single copy gene,1
LOC4816476,CG43333,Single copy gene,1
LOC4816477,CG33125,Single copy gene,1
LOC4816478,CG10839,Single copy gene,1
LOC4816479,dpp,Single copy gene,1
LOC4816480,Eato,Single copy gene,1
LOC4816481,lace,Single copy gene,1
LOC4816482,CG5776,Single copy gene,1
LOC4816486,Lrr47,Single copy gene,1
LOC4816487,Lamp1,Single copy gene,1
LOC4816489,CG5458,Single copy gene,1
LOC4816490,CG17118,Single copy gene,1
LOC4816492,CG14011,Single copy gene,1
LOC4816493,MRP,Single copy gene,1
LOC4816494,Hs2st,Single copy gene,1
LOC4816496,CG6153,Single copy gene,1
LOC4816497,CG17124,Single copy gene,1
LOC4816498,CG6495,Single copy gene,1
LOC4816499,CCT4,Single copy gene,1
LOC4816500,UK114,Single copy gene,1
LOC4816502,CG16800,Single copy gene,1
LOC4816504,CG17098,Single copy gene,1
LOC4816505,Adat1,Single copy gene,1
LOC4816506,CG15255,Single copy gene,1
LOC4816511,sna,Single copy gene,1
LOC4816512,CG31750,Single copy gene,1
LOC4816513,CG5867,Single copy gene,1
LOC4816514,CG14043,Single copy gene,1
LOC4816515,Syt1,Single copy gene,1
LOC4816519,okr,Single copy gene,1
LOC4816520,CG8892,Single copy gene,1
LOC4816522,CG3756,Single copy gene,1
LOC4816524,CG18266,Single copy gene,1
LOC4816526,CAH1,Single copy gene,1
LOC4816527,Sec71,Single copy gene,1
LOC4816528,CG9121,Single copy gene,1
LOC4816531,CG44001,Single copy gene,1
LOC4816532,Cpr23B,Single copy gene,1
LOC4816533,Duox,Single copy gene,1
LOC4816535,beat-IIIc,Single copy gene,1
LOC4816536,CG13084,Single copy gene,1
LOC4816537,nht,Single copy gene,1
LOC4816539,Cyp309a2,Single copy gene,1
LOC4816540,Rad1,Single copy gene,1
LOC4816541,tam,Single copy gene,1
LOC4816543,Atg18b,Single copy gene,1
LOC4816544,CG8679,Single copy gene,1
LOC4816545,CG9934,Single copy gene,1
LOC4816546,Rab14,Single copy gene,1
LOC4816547,l_2_34Fd,Single copy gene,1
LOC4816548,ND-B17.2,Single copy gene,1
LOC4816551,Nos,Single copy gene,1
LOC4816552,Taf10b,Single copy gene,1
LOC4816553,CG3792,Single copy gene,1
LOC4816554,CG15404,Single copy gene,1
LOC4816555,RpL21,Single copy gene,1
LOC4816559,Megf8,Single copy gene,1
LOC4816560,CG9643,Single copy gene,1
LOC4816563,CG17127,Single copy gene,1
LOC4816564,mRF1,Single copy gene,1
LOC4816565,CG8677,Single copy gene,1
LOC4816566,A16,Single copy gene,1
LOC4816567,CG15395,Single copy gene,1
LOC4816568,CG8665,Single copy gene,1
LOC4816569,CG5439,Single copy gene,1
LOC4816570,CG5287,Single copy gene,1
