Orthogroup	Dmel	Dmir	Dpse	Dsub	Dvir	Dwil
OG0010557	CG14397	Dmir_LOC108161801	Dpse_LOC6903588	XP_034666180.1	Dvir_XP_032294501.1	Dwil_XP_015033488.1
OG0010558	sav	Dmir_LOC108154192	Dpse_LOC6896959	XP_034660935.1	Dvir_XP_002058350.2	Dwil_XP_023035860.1
OG0010559	obst-A	Dmir_LOC108165073	Dpse_LOC4815177	XP_034670980.1	Dvir_XP_002057935.1	Dwil_XP_002071314.1
OG0010560	CG5676	Dmir_LOC108161614	Dpse_LOC4811825	XP_034668596.1	Dvir_XP_002052401.1	Dwil_XP_002075577.1
OG0010561	Dscam4	Dmir_LOC108153556	Dpse_LOC6900942	XP_034657661.1	Dvir_XP_015030954.2	Dwil_XP_002061790.2
OG0010562	Syb	Dmir_LOC108159926, Dmir_LOC117185755	Dpse_LOC4804206		Dvir_XP_002050522.1	Dwil_XP_002068890.2
OG0010563	CG33978	Dmir_LOC108164414	Dpse_LOC26534304	XP_034670513.1	Dvir_XP_002059726.2	Dwil_XP_023036333.1
OG0010564	CG12081	Dmir_LOC108152520	Dpse_LOC4814192	XP_034652353.1	Dvir_XP_002055277.2	Dwil_XP_002064198.1
OG0010565	sing	Dmir_LOC108164415	Dpse_LOC4814448	XP_034670870.1	Dvir_XP_002055610.1	Dwil_XP_002064030.1
OG0010566	CycH	Dmir_LOC108153434	Dpse_LOC4812829	XP_034659527.1	Dvir_XP_002048639.1	Dwil_XP_002062084.1
OG0010567	CG6770	Dmir_LOC108162298	Dpse_LOC4817798	XP_034669606.1	Dvir_XP_002052357.1	Dwil_XP_002065148.1
OG0010568	tctn	Dmir_LOC108162130	Dpse_LOC26533928	XP_034668483.1	Dvir_XP_015028919.1	Dwil_XP_002065315.1
OG0010569	GstO2	Dmir_LOC108151107	Dpse_LOC6900706	XP_034658469.1	Dvir_XP_015031216.1	Dwil_XP_002068563.2
OG0010570	Cwc25	Dmir_LOC108161724	Dpse_LOC4816691	XP_034670073.1	Dvir_XP_002052113.1	Dwil_XP_002066593.2
OG0010571	CG5028	Dmir_LOC108156347	Dpse_LOC4802668	XP_034665023.1	Dvir_XP_032289728.1	Dwil_XP_023036630.1
OG0010572	CG13040	Dmir_LOC108150886	Dpse_LOC4811992	XP_034657517.1	Dvir_XP_002046221.1	Dwil_XP_002062624.1
OG0010573	CG6660	Dmir_LOC108157126	Dpse_LOC117185018	XP_034659820.1	Dvir_XP_002058364.2	Dwil_XP_002069613.1
OG0010574	CG5880	Dmir_LOC108155603	Dpse_LOC6897073	XP_034661428.1	Dvir_XP_002053928.1	Dwil_XP_002069975.3
OG0010575	CG5964	Dmir_LOC108151399	Dpse_LOC4812450	XP_034658299.1	Dvir_XP_002048627.2	Dwil_XP_002069187.1
OG0010576	bwa	Dmir_LOC108163196	Dpse_LOC4816272	XP_034670043.1	Dvir_XP_002057819.2	Dwil_XP_002069394.2
OG0010577	CG10555	Dmir_LOC108153704	Dpse_LOC6902319	XP_034670823.1	Dvir_XP_032296090.1	Dwil_XP_023032753.1
OG0010578	rux	Dmir_LOC108164945	Dpse_LOC4814932	XP_034671959.1	Dvir_XP_002058330.1	Dwil_XP_002064388.1
OG0010579	CG17361	Dmir_LOC108165384	Dpse_LOC117183548, Dpse_LOC117185097, Dpse_LOC6897642	XP_034656290.1		
OG0010580	CG2147	Dmir_LOC108152606	Dpse_LOC4814377	XP_034652201.1	Dvir_XP_002056891.1	Dwil_XP_023035091.1
OG0010581	sNPF	Dmir_LOC108161398	Dpse_LOC4816366	XP_034668712.1	Dvir_XP_002057815.1	Dwil_XP_002069390.1
OG0010582	CG13064	Dmir_LOC108151312	Dpse_LOC6900013	XP_034657555.1	Dvir_XP_032290645.1	Dwil_XP_002062639.2
OG0010583	Aatf	Dmir_LOC108163621	Dpse_LOC6903530	XP_034670190.1	Dvir_XP_002051397.1	Dwil_XP_002067070.1
OG0010584	CG32428	Dmir_LOC108152051	Dpse_LOC4812338	XP_034656850.1	Dvir_XP_032290368.1	Dwil_XP_015033095.1
OG0010585	CG15673	Dmir_LOC108160783	Dpse_LOC4805290	XP_034652851.1	Dvir_XP_032292460.1	Dwil_XP_002066242.1
OG0010586	MFS3	Dmir_LOC108164110	Dpse_LOC4817602	XP_034670211.1	Dvir_XP_002052935.1	Dwil_XP_002066790.1
OG0010587	CG11400	Dmir_LOC108158241	Dpse_LOC4805393	XP_034651373.1	Dvir_XP_002049506.2	Dwil_XP_023033625.1
OG0010588	BuGZ	Dmir_LOC108162181	Dpse_LOC4816878	XP_034670251.1	Dvir_XP_002051990.2	Dwil_XP_002066319.3
OG0010589	Cp16	Dmir_LOC108150783	Dpse_LOC4812716	XP_034658127.1	Dvir_XP_002046773.1	Dwil_XP_002062305.1
OG0010590	CG31321	Dmir_LOC108156080	Dpse_LOC4801581	XP_034665397.1	Dvir_XP_002058437.1	Dwil_XP_002069858.1
OG0010591	spz	Dmir_LOC108157203	Dpse_LOC4801140	XP_034665194.1	Dvir_XP_032291170.1	Dwil_XP_023034132.1
OG0010592	CG17121	Dmir_LOC108154197	Dpse_LOC4800908	XP_034662196.1	Dvir_XP_002058354.1	Dwil_XP_002069599.1
OG0010593	Mppe	Dmir_LOC108159263	Dpse_LOC4804144	XP_034651302.1	Dvir_XP_032292938.1	Dwil_XP_023037865.1
OG0010594	CG32037	Dmir_LOC108165383	Dpse_LOC4812309	XP_034656262.1	Dvir_XP_032290576.1	Dwil_XP_023033284.1
OG0010595	Sox102F	Dmir_LOC108164467	Dpse_LOC4811787	XP_034670536.1	Dvir_XP_032290149.1	Dwil_XP_023035920.1
OG0010596	CG15153	Dmir_LOC108161511	Dpse_LOC4817655	XP_034666051.1	Dvir_XP_002052723.1	Dwil_XP_002066290.1
OG0010597	polyph	Dmir_LOC108158292	Dpse_LOC4805658	XP_034650875.1	Dvir_XP_002059290.1	Dwil_XP_002061525.2
OG0010598	CG5612	Dmir_LOC108156759	Dpse_LOC4800656	XP_034660168.1	Dvir_XP_002055994.1	Dwil_XP_002069884.2
OG0010599	Elba2	Dmir_LOC108162282	Dpse_LOC4816771	XP_034666278.1	Dvir_XP_002052089.2	Dwil_XP_002066567.1
OG0010600	CG15701	Dmir_LOC108158421	Dpse_LOC4804649	XP_034650286.1	Dvir_XP_002049590.1	Dwil_XP_023033478.1
OG0010601	CG15465	Dmir_LOC108151185	Dpse_LOC4816049	XP_034667110.1	Dvir_XP_032296635.1	Dwil_XP_023031283.1
OG0010602	Ir75a	Dmir_LOC108150752	Dpse_LOC4813186	XP_034655805.1	Dvir_XP_002048403.1	Dwil_XP_002068120.3
OG0010603	CG6959	Dmir_LOC108155110	Dpse_LOC4802799	XP_034662156.1	Dvir_XP_002053388.1	Dwil_XP_002074115.1
OG0010604	CG5895	Dmir_LOC108152963	Dpse_LOC4813452	XP_034655866.1	Dvir_XP_002047129.2	Dwil_XP_002069102.1
OG0010605	ari-1	Dmir_LOC108161471	Dpse_LOC6902169	XP_034671682.1	Dvir_XP_015025489.1	Dwil_XP_002067219.1
OG0010606	Spase25	Dmir_LOC108164780	Dpse_LOC4814772	XP_034671208.1	Dvir_XP_002055032.1	Dwil_XP_002071866.1
OG0010607	pont	Dmir_LOC108155747	Dpse_LOC4801035	XP_034662792.1	Dvir_XP_002053042.1	Dwil_XP_002074026.1
OG0010608	CG8997	Dmir_LOC108161119	Dpse_LOC4816358	XP_034669149.1	Dvir_XP_002057478.1	Dwil_XP_002064788.1
OG0010609	CG42296	Dmir_LOC108164292	Dpse_LOC4817537	XP_034670106.1	Dvir_XP_002052214.1	Dwil_XP_002064743.1
OG0010610	ECSIT	Dmir_LOC108155725	Dpse_LOC4801927	XP_034660149.1	Dvir_XP_002058714.2	Dwil_XP_002073651.1
OG0010611	CG3618	Dmir_LOC108151946	Dpse_LOC4812769	XP_034658943.1	Dvir_XP_002046284.1	Dwil_XP_023033143.1
OG0010612	SmydA-2	Dmir_LOC108150924	Dpse_LOC4811852	XP_034657780.1	Dvir_XP_002047571.1	Dwil_XP_002068154.1
OG0010613	Yp1	Dmir_LOC108165092	Dpse_LOC4814244	XP_034671438.1	Dvir_XP_002055545.1	Dwil_XP_002071492.1
OG0010614	CG11345	Dmir_LOC108150863	Dpse_LOC6900044	XP_034656524.1	Dvir_XP_002060015.1	Dwil_XP_002062578.2
OG0010615	CG1299	Dmir_LOC108152685	Dpse_LOC4812644	XP_034655527.1	Dvir_XP_002046311.1	Dwil_XP_023033269.1
OG0010616	CG12994	Dmir_LOC108152152	Dpse_LOC4814989	XP_034666228.1	Dvir_XP_002055316.1	Dwil_XP_015034086.1
OG0010617	eIF2alpha	Dmir_LOC108152123	Dpse_LOC4814759	XP_034671628.1	Dvir_XP_002055014.1	Dwil_XP_002071219.1
OG0010618	CG31627	Dmir_LOC108164239	Dpse_LOC4818178	XP_034666947.1	Dvir_XP_002052902.2	Dwil_XP_023033906.1
OG0010619	Eip93F	Dmir_LOC108155985	Dpse_LOC6896983	XP_034664826.1	Dvir_XP_032293614.1	Dwil_XP_023036027.1
OG0010620	crim	Dmir_LOC108153123	Dpse_LOC4812978	XP_034658356.1	Dvir_XP_002048614.1	Dwil_XP_002068103.1
OG0010621	CG2006	Dmir_LOC108155769	Dpse_LOC6896774	XP_034663258.1	Dvir_XP_002055829.1	Dwil_XP_002070151.1
OG0010622	CG14147	Dmir_LOC108152746	Dpse_LOC4812882	XP_034656441.1	Dvir_XP_032291124.1	Dwil_XP_023032995.1
OG0010623	TfIIEbeta	Dmir_LOC108152361	Dpse_LOC4812485	XP_034655746.1	Dvir_XP_002046344.1	Dwil_XP_002074368.1
OG0010624	Irc	Dmir_LOC108156342	Dpse_LOC4802089	XP_034661273.1	Dvir_XP_032288756.1	Dwil_XP_023036582.1
OG0010625	fbl	Dmir_LOC108152438	Dpse_LOC4813971	XP_034657066.1	Dvir_XP_002047605.1	Dwil_XP_023033979.1
OG0010626	Hem	Dmir_LOC108152407	Dpse_LOC4811988	XP_034658982.1	Dvir_XP_002047955.1	Dwil_XP_002061653.1
OG0010627	Scgdelta	Dmir_LOC108153705	Dpse_LOC4816000	XP_034669954.1	Dvir_XP_002060382.1	Dwil_XP_002071131.3
OG0010628	Lsd-1	Dmir_LOC108154674	Dpse_LOC4801568	XP_034663940.1	Dvir_XP_032295205.1	Dwil_XP_023035488.1
OG0010629	Apc2	Dmir_LOC108155918	Dpse_LOC4801783	XP_034660977.1	Dvir_XP_002058630.1	Dwil_XP_002069799.1
OG0010630	Gr66a	Dmir_LOC108165458	Dpse_LOC4814134	XP_034657676.1	Dvir_XP_002046870.1	Dwil_XP_002061797.1
OG0010631	Tom	Dmir_LOC108153525	Dpse_LOC4813363	XP_034656158.1	Dvir_XP_002047996.1	Dwil_XP_002074388.1
OG0010632	CG32485	Dmir_LOC108151331	Dpse_LOC4812071	XP_034658617.1	Dvir_XP_002047753.1	Dwil_XP_002068985.1
OG0010633	l_3_02640	Dmir_LOC108151890	Dpse_LOC4812513	XP_034658455.1	Dvir_XP_002047030.1	Dwil_XP_002067856.1
OG0010634	hd	Dmir_LOC108156159	Dpse_LOC4802478	XP_034664928.1	Dvir_XP_002056749.1	Dwil_XP_002070062.1
OG0010635	CG18135	Dmir_LOC108150920	Dpse_LOC4811858	XP_034655417.1	Dvir_XP_032291370.1	Dwil_XP_023033230.1
OG0010636	Ir67b	Dmir_LOC108165319	Dpse_LOC4812891	XP_034655827.1	Dvir_XP_002047839.1	Dwil_XP_023033819.1
OG0010637	CG18476	Dmir_LOC108155221	Dpse_LOC4802852	XP_034660894.1	Dvir_XP_002056330.1	Dwil_XP_023034103.1
OG0010638	CG4619	Dmir_LOC108162601	Dpse_LOC4816979	XP_034667045.1	Dvir_XP_002057763.1	Dwil_XP_002065682.1
OG0010639	Snap29	Dmir_LOC108159432	Dpse_LOC4803396	XP_034650291.1	Dvir_XP_002049244.1	Dwil_XP_002063677.1
OG0010640	CG16800	Dmir_LOC108161691	Dpse_LOC4816502	XP_034668098.1	Dvir_XP_002051666.1	Dwil_XP_002065168.1
OG0010641	smal	Dmir_LOC108162129	Dpse_LOC4816158	XP_034669554.1	Dvir_XP_002051357.2	Dwil_XP_002065307.3
OG0010642	CG6470	Dmir_LOC108151619	Dpse_LOC4811656	XP_034656032.1	Dvir_XP_002059073.1	Dwil_XP_002075265.2
OG0010643	cold	Dmir_LOC108162768	Dpse_LOC4817414	XP_034668074.1	Dvir_XP_002052856.1	Dwil_XP_002066709.2
OG0010644	CG11453	Dmir_LOC108157813	Dpse_LOC6897995	XP_034660961.1	Dvir_XP_002056511.1	Dwil_XP_002072384.2
OG0010645	CG13667	Dmir_LOC108151865	Dpse_LOC6900886	XP_034658793.1	Dvir_XP_002046602.1	Dwil_XP_002068011.1
OG0010646	ro	Dmir_LOC108156049	Dpse_LOC4800741	XP_034665333.1	Dvir_XP_032295015.1	Dwil_XP_023036361.1
OG0010647	Dip-C	Dmir_LOC108154826	Dpse_LOC4800827	XP_034664019.1	Dvir_XP_002054464.1	Dwil_XP_002073993.1
OG0010648	stx	Dmir_LOC108159344	Dpse_LOC6902158	XP_034671118.1	Dvir_XP_002055401.3	Dwil_XP_023031138.1
OG0010649	ppk14	Dmir_LOC108161233	Dpse_LOC4816243	XP_034667029.1	Dvir_XP_032293595.1	Dwil_XP_002065273.1
OG0010650	Prp18	Dmir_LOC108154042	Dpse_LOC4800512	XP_034662403.1	Dvir_XP_002053236.1	Dwil_XP_002072651.2
OG0010651	CG31777	Dmir_LOC108162985	Dpse_LOC4817462	XP_034666327.1	Dvir_XP_002052516.1	Dwil_XP_002065475.1
OG0010652	Zif	Dmir_LOC108157114	Dpse_LOC4802290	XP_034662981.1	Dvir_XP_002054725.1	Dwil_XP_002072784.1
OG0010653	RanBP3	Dmir_LOC108154671	Dpse_LOC4801559	XP_034663825.1	Dvir_XP_002054819.1	Dwil_XP_002070768.1
OG0010654	Pxt	Dmir_LOC108164816	Dpse_LOC6901199	XP_034671460.1	Dvir_XP_002056765.2	Dwil_XP_002072087.1
OG0010655	cyr	Dmir_LOC108165085	Dpse_LOC4815171	XP_034660515.1	Dvir_XP_002055492.1	Dwil_XP_023035105.1
OG0010656	fws	Dmir_LOC108163135	Dpse_LOC4817682	XP_034668119.1	Dvir_XP_002052696.2	Dwil_XP_023032301.1
OG0010657	Cby	Dmir_LOC108156228	Dpse_LOC4800974	XP_034661435.1	Dvir_XP_002054195.2	Dwil_XP_002073669.2
OG0010658	Or92a	Dmir_LOC108152240	Dpse_LOC6901830	XP_034653867.1	Dvir_XP_002054965.1	Dwil_XP_002067455.2
OG0010659	Gdi	Dmir_LOC108163301	Dpse_LOC4818091	XP_034668989.1	Dvir_XP_002057578.1	Dwil_XP_002067035.1
OG0010660	CG5059	Dmir_LOC108151526	Dpse_LOC4812475	XP_034658603.1	Dvir_XP_002048105.1	Dwil_XP_002069016.1
OG0010661	bsf	Dmir_LOC108163490	Dpse_LOC4817034	XP_034666762.1	Dvir_XP_002052803.1	Dwil_XP_002065625.1
OG0010662	CG9328	Dmir_LOC108163478	Dpse_LOC4816935	XP_034667376.1	Dvir_XP_002052071.1	Dwil_XP_002065412.1
OG0010663	CG10418	Dmir_LOC108165502	Dpse_LOC4813061	XP_034659139.1	Dvir_XP_002046914.1	Dwil_XP_002068209.2
OG0010664	dgt2	Dmir_LOC108163739	Dpse_LOC4817088	XP_034670061.1	Dvir_XP_002052283.2	Dwil_XP_002064891.1
OG0010665	CG2540	Dmir_LOC108152349	Dpse_LOC4816024	XP_034670853.1	Dvir_XP_002056875.1	Dwil_XP_002070929.1
OG0010666	CG1339	Dmir_LOC108162135	Dpse_LOC6902423	XP_034669559.1	Dvir_XP_002051340.2	Dwil_XP_023031421.1
OG0010667	PK2-R2	Dmir_LOC108157633	Dpse_LOC4801275	XP_034662759.1	Dvir_XP_032289636.1	Dwil_XP_002073065.3
OG0010668	CG31743	Dmir_LOC108162725	Dpse_LOC4817708	XP_034667415.1	Dvir_XP_002052186.1	Dwil_XP_002066342.1
OG0010669	GatB	Dmir_LOC108156635	Dpse_LOC4801771	XP_034661500.1	Dvir_XP_002058641.1	Dwil_XP_002070209.1
OG0010670	Actn	Dmir_LOC108164112	Dpse_LOC4815437	XP_034672043.1	Dvir_XP_015025432.1	Dwil_XP_002071345.2
OG0010671	mwh	Dmir_LOC108152463	Dpse_LOC4812575	XP_034655107.1	Dvir_XP_002046429.2	Dwil_XP_023031967.1
OG0010672	IKKbeta	Dmir_LOC108156166	Dpse_LOC4802889	XP_034663877.1	Dvir_XP_002053363.1	Dwil_XP_015032446.2
OG0010673	CG8765	Dmir_LOC108153162	Dpse_LOC4811914	XP_034657283.1	Dvir_XP_002047557.2	Dwil_XP_023033165.1
OG0010674	Rich	Dmir_LOC108151363	Dpse_LOC4811905	XP_034656205.1	Dvir_XP_002047711.1	Dwil_XP_002061620.1
OG0010675	CG12567	Dmir_LOC108161916	Dpse_LOC6902753	XP_034667107.1	Dvir_XP_002051278.1	Dwil_XP_002064676.1
OG0010676	CG13631	Dmir_LOC108157529	Dpse_LOC4800435	XP_034662511.1	Dvir_XP_002053027.1	Dwil_XP_002073261.1
OG0010677	crq	Dmir_LOC108162087	Dpse_LOC4817152	XP_034669778.1	Dvir_XP_002052835.1	Dwil_XP_002065454.1
OG0010678	Oga	Dmir_LOC108154237	Dpse_LOC4800850	XP_034659872.1	Dvir_XP_002058479.1	Dwil_XP_002070660.1
OG0010679	CG5815	Dmir_LOC108164699	Dpse_LOC6901855	XP_034649889.1	Dvir_XP_002056810.2	Dwil_XP_002075422.2
OG0010680	CycY	Dmir_LOC108163626	Dpse_LOC4817551	XP_034669046.1	Dvir_XP_002052300.1	Dwil_XP_002064871.1
OG0010681	RASSF8	Dmir_LOC108156725	Dpse_LOC4802672	XP_034661987.1	Dvir_XP_032289727.1	Dwil_XP_023035807.1
OG0010682	COX5BL	Dmir_LOC108162687	Dpse_LOC4817919	XP_034668415.1	Dvir_XP_002051170.1	Dwil_XP_002065203.1
OG0010683	CG14977	Dmir_LOC108153221	Dpse_LOC4812014	XP_034656140.1	Dvir_XP_002060274.1	Dwil_XP_002065867.2
OG0010684	Ing3	Dmir_LOC108164717	Dpse_LOC6901049	XP_034672174.1	Dvir_XP_032295594.1	Dwil_XP_023034866.1
OG0010685	Idi	Dmir_LOC108156086	Dpse_LOC4800858	XP_034665448.1	Dvir_XP_002058471.1	Dwil_XP_002074154.1
OG0010686	CG4836	Dmir_LOC108155531	Dpse_LOC6897909	XP_034664230.1	Dvir_XP_002056538.3	Dwil_XP_023035548.1
OG0010687	tex	Dmir_LOC108155804	Dpse_LOC4801807	XP_034664972.1	Dvir_XP_002058376.1	Dwil_XP_002069777.2
OG0010688	dpr4	Dmir_LOC108155521	Dpse_LOC4802822	XP_034662977.1	Dvir_XP_002056733.1	Dwil_XP_002069942.2
OG0010689	Ttc7	Dmir_LOC108159267	Dpse_LOC4805575	XP_034653264.1	Dvir_XP_002049197.2	Dwil_XP_002063582.1
OG0010690	CG33673	Dmir_LOC108161585	Dpse_LOC6903140	XP_034669707.1	Dvir_XP_002052224.2	Dwil_XP_002068459.3
OG0010691	Syp	Dmir_LOC108154187	Dpse_LOC6896955	XP_034660210.1	Dvir_XP_015026992.1	Dwil_XP_023035449.1
OG0010692	CG42570	Dmir_LOC108153597	Dpse_LOC6900338	XP_034656374.1	Dvir_XP_032290039.1, Dvir_XP_032290040.1	
OG0010693	ebi	Dmir_LOC108161816	Dpse_LOC4816871	XP_034669773.1	Dvir_XP_002052828.2	Dwil_XP_002066735.1
OG0010694	CG3544	Dmir_LOC108163583	Dpse_LOC4817546	XP_034667446.1	Dvir_XP_002052866.1	Dwil_XP_002066696.1
OG0010695	Z600	Dmir_LOC108165522	Dpse_LOC4812997	XP_034659158.1	Dvir_XP_002048242.1	Dwil_XP_002074424.1
OG0010696	RpLP2	Dmir_LOC117186841	Dpse_LOC6899833	XP_034669116.1	Dvir_XP_002055400.1	Dwil_XP_002071227.1
OG0010697	CG3437	Dmir_LOC108151242	Dpse_LOC4812220	XP_034658595.1	Dvir_XP_002046999.1	Dwil_XP_002068504.1
OG0010698	PGAP2	Dmir_LOC108162776	Dpse_LOC4817248	XP_034667099.1	Dvir_XP_002052873.1	Dwil_XP_002066716.1
OG0010699	CG14015	Dmir_LOC108161827	Dpse_LOC4818078	XP_034666216.1	Dvir_XP_002052912.1	Dwil_XP_002065014.1
OG0010700	fon	Dmir_LOC108164068	Dpse_LOC4816616	XP_034667894.1	Dvir_XP_002057660.1	Dwil_XP_002064426.2
OG0010701	MED8	Dmir_LOC108159439	Dpse_LOC4804625	XP_034654664.1	Dvir_XP_002049828.1	Dwil_XP_002068768.1
OG0010702	CG3594	Dmir_LOC108159160	Dpse_LOC4804698	XP_034654294.1	Dvir_XP_002048865.1	Dwil_XP_002062948.1
OG0010703	PIG-X	Dmir_LOC108159913	Dpse_LOC4805003	XP_034651454.1	Dvir_XP_002059352.2	Dwil_XP_002063554.2
OG0010704	CG14880	Dmir_LOC108157630	Dpse_LOC4802557	XP_034660017.1	Dvir_XP_002053166.1	Dwil_XP_023036003.1
OG0010705	CG5285	Dmir_LOC108156365	Dpse_LOC4801049	XP_034665139.1	Dvir_XP_002054389.1	Dwil_XP_002069650.1
OG0010706	PPO1	Dmir_LOC108160538	Dpse_LOC4804100	XP_034653505.1	Dvir_XP_002050456.1	Dwil_XP_002066200.1
OG0010707	CG30275	Dmir_LOC108158565	Dpse_LOC4803845	XP_034650299.1	Dvir_XP_002050247.2	Dwil_XP_023037946.1
OG0010708	Hr83	Dmir_LOC108154306	Dpse_LOC4802303	XP_034662440.1	Dvir_XP_002054713.1	Dwil_XP_002072851.2
OG0010709	corto	Dmir_LOC108156410	Dpse_LOC6897635	XP_034660083.1	Dvir_XP_032289723.1	Dwil_XP_023036640.1
OG0010710	Hex-C	Dmir_LOC108159754	Dpse_LOC4803365	XP_034650243.1	Dvir_XP_002059924.1	Dwil_XP_023037763.1
OG0010711	CG7213	Dmir_LOC108165606	Dpse_LOC6900943	XP_034656178.1	Dvir_XP_002046409.3	Dwil_XP_023037394.1
OG0010712	RpI1	Dmir_LOC108158541	Dpse_LOC4803965	XP_034654219.1	Dvir_XP_002049701.1	Dwil_XP_002063757.1
OG0010713	cag	Dmir_LOC108158632, Dmir_LOC117189624	Dpse_LOC4804363	XP_034650762.1	Dvir_XP_002059269.1	
OG0010714	spi	Dmir_LOC108163338	Dpse_LOC6902390	XP_034669421.1	Dvir_XP_002057615.2	Dwil_XP_002064992.1
OG0010715	CG42381	Dmir_LOC108160158	Dpse_LOC26533072	XP_034650471.1	Dvir_XP_015024744.1	Dwil_XP_015034855.1
OG0010716	Cht7	Dmir_LOC108153486	Dpse_LOC4812499	XP_034655135.1	Dvir_XP_002046098.2	Dwil_XP_023033768.1
OG0010717	CG42594	Dmir_LOC108164788	Dpse_LOC4815882	XP_034668036.1	Dvir_XP_032295613.1	Dwil_XP_023035344.1
OG0010718	HP4	Dmir_LOC108153093	Dpse_LOC6899984	XP_034656929.1	Dvir_XP_002048308.2	Dwil_XP_002068643.3
OG0010719	CG32237	Dmir_LOC117186597	Dpse_LOC6900064	XP_034655184.1	Dvir_XP_002060059.2	Dwil_XP_002062537.2
OG0010720	loj	Dmir_LOC108153398	Dpse_LOC4812920	XP_034657802.1	Dvir_XP_002046130.1	Dwil_XP_002061930.1
OG0010721	CG1537	Dmir_LOC108151664	Dpse_LOC4815286	XP_034666468.1	Dvir_XP_002058176.1	Dwil_XP_002064091.1
OG0010722	CG17712	Dmir_LOC108163147	Dpse_LOC4817512	XP_034668788.1	Dvir_XP_002052237.1	Dwil_XP_002074331.1
OG0010723	AP-2alpha	Dmir_LOC108161815	Dpse_LOC4817178	XP_034669772.1	Dvir_XP_002052827.1	Dwil_XP_002066736.1
OG0010724	CG8419	Dmir_LOC108162782	Dpse_LOC4817149	XP_034670282.1	Dvir_XP_002051949.1	Dwil_XP_002064858.2
OG0010725	Iml1	Dmir_LOC108151318	Dpse_LOC4814086	XP_034659415.1	Dvir_XP_032290373.1	Dwil_XP_023034071.1
OG0010726	CG32278	Dmir_LOC108152958	Dpse_LOC4813705	XP_034657740.1	Dvir_XP_002046971.1	Dwil_XP_023033054.1
OG0010727	CG4783	Dmir_LOC108155949	Dpse_LOC26533672	XP_034661102.1	Dvir_XP_002056534.1	Dwil_XP_015032602.1
OG0010728	spg	Dmir_LOC108155243	Dpse_LOC4801697	XP_034665489.1	Dvir_XP_032289600.1	Dwil_XP_002073148.2
OG0010729	CG12084	Dmir_LOC108153006	Dpse_LOC4814071	XP_034659430.1	Dvir_XP_015030926.1	Dwil_XP_002061820.1
OG0010730	CG16903	Dmir_LOC108159707	Dpse_LOC4814477	XP_034671236.1	Dvir_XP_002057087.1	Dwil_XP_002071913.3
OG0010731	Fas1	Dmir_LOC108156145	Dpse_LOC4801486	XP_034661737.1	Dvir_XP_015027664.1	Dwil_XP_023035373.1
OG0010732	Pink1	Dmir_LOC108154768	Dpse_LOC4815974	XP_034656489.1	Dvir_XP_032295944.1	Dwil_XP_002075421.2
OG0010733	CG18493	Dmir_LOC108155313	Dpse_LOC4803254	XP_034665530.1	Dvir_XP_002054597.1	Dwil_XP_002072826.3
OG0010734	CG30323	Dmir_LOC108159065, Dmir_LOC117193435	Dpse_LOC15382892			Dwil_XP_023030535.1, Dwil_XP_023032110.1
OG0010735	Cpr49Ac	Dmir_LOC108160567	Dpse_LOC26532645	XP_034652620.1	Dvir_XP_002050764.3	Dwil_XP_002074848.1
OG0010736	CG43078	Dmir_LOC108152501	Dpse_LOC4812736	XP_034658920.1	Dvir_XP_015031159.2	Dwil_XP_023031968.1
OG0010737	CG8207	Dmir_LOC108158940	Dpse_LOC4805738	XP_034653256.1	Dvir_XP_002049350.1	Dwil_XP_002068779.1
OG0010738	CG32982	Dmir_LOC108163073	Dpse_LOC4816150	XP_034667455.1	Dvir_XP_015028116.1	Dwil_XP_023031836.1
OG0010739	CG14459	Dmir_LOC108165365	Dpse_LOC26533890	XP_034655674.1	Dvir_XP_032290608.1	Dwil_XP_023036580.1
OG0010740	jvl	Dmir_LOC108154926	Dpse_LOC4801060	XP_034660804.1	Dvir_XP_002054108.2	Dwil_XP_015032838.2
OG0010741	Cnot4	Dmir_LOC108161605	Dpse_LOC6899888	XP_034667116.1	Dvir_XP_002052414.2	Dwil_XP_023037227.1
OG0010742	CG31759	Dmir_LOC117186337	Dpse_LOC26532603	XP_034655966.1	Dvir_XP_015031785.1	Dwil_XP_015031949.2
OG0010743	CG6693	Dmir_LOC108154218	Dpse_LOC4803146	XP_034662466.1	Dvir_XP_002054871.1	Dwil_XP_002073812.1
OG0010744	Mybbp1A	Dmir_LOC108153519	Dpse_LOC6902176	XP_034670820.1	Dvir_XP_032289127.1	Dwil_XP_002067473.1
OG0010745	CG11970	Dmir_LOC108155389	Dpse_LOC4803042	XP_034664989.1	Dvir_XP_002056314.1	Dwil_XP_023036448.1
OG0010746	AstC-R2	Dmir_LOC108153167	Dpse_LOC4813205	XP_034656723.1	Dvir_XP_002048370.2	Dwil_XP_023033210.1
OG0010747	Gbs-70E	Dmir_LOC108152780	Dpse_LOC4813808	XP_034655260.1	Dvir_XP_002047877.1	Dwil_XP_002068452.1
OG0010748	hrg	Dmir_LOC108159571	Dpse_LOC4804952	XP_034651179.1	Dvir_XP_002049128.3	Dwil_XP_023030781.1
OG0010749	Gr39b	Dmir_LOC108163123	Dpse_LOC4816629	XP_034667615.1	Dvir_XP_032293616.1	Dwil_XP_002069409.1
OG0010750	CG43134	Dmir_LOC108150789	Dpse_LOC26533309	XP_034657172.1	Dvir_XP_002057318.2	Dwil_XP_002075353.1
